row_name,room,room_code,state,state_scope,locked_ev,locked_ev_status,locked_ev_source,practical_id,fixture,family,on,position_uu,position_status,position_source,colour_linear,colour_status,colour_source,intensity,intensity_units,intensity_status,intensity_source,red_reads,red_source,transition,sequence,sequence_status,source,note
REC.NIGHT.D-REC-2,REC ROOM,REC,NIGHT,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-REC-2,CAM 1 · CORRIDOR wall monitor,PHOSPHOR,ON (phosphor spill is a NIGHT source),"240,-382,170",STAND-IN,Data/Monitors.csv row 1,,OPEN,,,,OPEN,,NO,,CUT on the night flip (GameState.night_changed),,OPEN,"restoration-lighting-bible.md §STATES NIGHT; scripts/world_builder.gd 700-709 (reference flips on night_changed); Data/Monitors.csv row 1 (monitor_pos 2.4, 1.7, -3.82)","practicals off; exit signage, standby LEDs, phosphor spill, moonless windows; navigation by learned geography plus the grammar; shows the corridor feed; data, not room light"
REC.NIGHT.B-REC-1,REC ROOM,REC,NIGHT,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,B-REC-1,borrowed: the kettle's glow through the +X gap,BORROWED,FOLLOWS SOURCE,,OPEN,,,OPEN,,,,OPEN,,NO,,CUT on the night flip (GameState.night_changed),,OPEN,"restoration-lighting-bible.md §STATES NIGHT; scripts/world_builder.gd 700-709 (reference flips on night_changed); restoration-lighting-bible.md §UE5 TECHNICALS; Data/Doors.csv REC ROOM-KITCHEN gap (5.0, 0.0)","practicals off; exit signage, standby LEDs, phosphor spill, moonless windows; navigation by learned geography plus the grammar"
REC.CASCADE_1_C.P-REC-1,REC ROOM,REC,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-REC-1,amber overheads (real ceiling fixtures; count OPEN),AMBER_TUNGSTEN,OPEN (zone C membership not in canon),,OPEN,"ROOM-BRIEFS-3.1-3.5.md 3.2.3 proposes three at (-250, 0, 290), (0, 0, 290), (250, 0, 290)",,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-lighting-bible.md §UE5 TECHNICALS 'REC amber overheads plus the kettle's glow'; restoration-room-bible.md REC ROOM 'Warm amber, the safest light in the game'",stage 1: circuit C's zone dies ('the stage end of the building drops dark'); the brightest/warmest interior by doctrine; count and positions unruled
REC.CASCADE_1_C.P-REC-2,REC ROOM,REC,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-REC-2,shaded lamp over S5,AMBER_TUNGSTEN,OPEN (zone C membership not in canon),"-420,320,150",STAND-IN,"ROOM-BRIEFS-3.1-3.5.md 3.2.3 proposal; S5 marker at (-420, 320) is Data/Stations.csv",,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-room-bible.md REC ROOM 'S5 under a shaded lamp'; Data/Stations.csv S5 (-4.2, 0, 3.2)",stage 1: circuit C's zone dies ('the stage end of the building drops dark')
REC.CASCADE_1_C.S-REC-1,REC ROOM,REC,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,S-REC-1,RESPOND cue sign (amber; dark until the show wants an answer),AMBER_CUE,OFF,"-90,355,250",STAND-IN,"scripts/world_builder.gd 715 (Godot (-0.9, 2.5, 3.55))","0.89,0.64,0.24",STAND-IN,scripts/cue_sign.gd 45,2.4 lit / 3.8 flash peak / 0.0 dark,Godot light_energy (range 4.0),STAND-IN,"scripts/cue_sign.gd 46, 56-57, 62",OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-game-master.md T1.7 'a cue sign wakes: RESPOND, in warm amber'; restoration-design-doc.md Cue-light signs; scripts/cue_sign.gd","stage 1: circuit C's zone dies ('the stage end of the building drops dark'); amber, not red; lit during screenings; burns STEADY after the lockdown [restoration-game-master.md T4 line 235]"
REC.CASCADE_1_C.S-REC-2,REC ROOM,REC,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,S-REC-2,HOLD cue sign (amber),AMBER_CUE,OFF,"90,355,250",STAND-IN,"scripts/world_builder.gd 719 (Godot (0.9, 2.5, 3.55))","0.89,0.64,0.24",STAND-IN,scripts/cue_sign.gd 45,2.4 lit / 0.0 dark,Godot light_energy,STAND-IN,scripts/cue_sign.gd 62,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-design-doc.md Cue-light signs 'RESPOND and HOLD'; scripts/cue_sign.gd,stage 1: circuit C's zone dies ('the stage end of the building drops dark'); as S-REC-1
REC.CASCADE_1_C.D-REC-1,REC ROOM,REC,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-REC-1,cabinet TV on the -X wall (4:3 static at night; the screening screen),PHOSPHOR,"OPEN (reference kills monitor rigs by index, none stamped)","-478,100,160",STAND-IN,"scripts/world_builder.gd 722-725 (BenchTV rec_tv at Godot (-4.78, 1.6, 1.0))",,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-game-master.md T1.4 (the 4:3 static television); restoration-player-routing.md Night 1 spine; restoration-lighting-bible.md §GRAMMAR (phosphor illuminates data, never rooms)","stage 1: circuit C's zone dies ('the stage end of the building drops dark'); M_Phosphor; tape-world content only, no grain on compound surfaces [restoration-art-bible.md §2]"
REC.CASCADE_1_C.D-REC-2,REC ROOM,REC,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-REC-2,CAM 1 · CORRIDOR wall monitor,PHOSPHOR,"OPEN (reference kills monitor rigs by index, none stamped)","240,-382,170",STAND-IN,Data/Monitors.csv row 1,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; Data/Monitors.csv row 1 (monitor_pos 2.4, 1.7, -3.82)","stage 1: circuit C's zone dies ('the stage end of the building drops dark'); shows the corridor feed; data, not room light"
REC.CASCADE_1_C.B-REC-1,REC ROOM,REC,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,B-REC-1,borrowed: the kettle's glow through the +X gap,BORROWED,FOLLOWS SOURCE,,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-lighting-bible.md §UE5 TECHNICALS; Data/Doors.csv REC ROOM-KITCHEN gap (5.0, 0.0)",stage 1: circuit C's zone dies ('the stage end of the building drops dark')
REC.CASCADE_2_B.P-REC-1,REC ROOM,REC,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-REC-1,amber overheads (real ceiling fixtures; count OPEN),AMBER_TUNGSTEN,OPEN (zone B membership not in canon),,OPEN,"ROOM-BRIEFS-3.1-3.5.md 3.2.3 proposes three at (-250, 0, 290), (0, 0, 290), (250, 0, 290)",,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; restoration-lighting-bible.md §UE5 TECHNICALS 'REC amber overheads plus the kettle's glow'; restoration-room-bible.md REC ROOM 'Warm amber, the safest light in the game'","stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers; the brightest/warmest interior by doctrine; count and positions unruled"
REC.CASCADE_2_B.P-REC-2,REC ROOM,REC,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-REC-2,shaded lamp over S5,AMBER_TUNGSTEN,OPEN (zone B membership not in canon),"-420,320,150",STAND-IN,"ROOM-BRIEFS-3.1-3.5.md 3.2.3 proposal; S5 marker at (-420, 320) is Data/Stations.csv",,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; restoration-room-bible.md REC ROOM 'S5 under a shaded lamp'; Data/Stations.csv S5 (-4.2, 0, 3.2)","stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers"
REC.CASCADE_2_B.S-REC-1,REC ROOM,REC,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,S-REC-1,RESPOND cue sign (amber; dark until the show wants an answer),AMBER_CUE,OFF,"-90,355,250",STAND-IN,"scripts/world_builder.gd 715 (Godot (-0.9, 2.5, 3.55))","0.89,0.64,0.24",STAND-IN,scripts/cue_sign.gd 45,2.4 lit / 3.8 flash peak / 0.0 dark,Godot light_energy (range 4.0),STAND-IN,"scripts/cue_sign.gd 46, 56-57, 62",OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; restoration-game-master.md T1.7 'a cue sign wakes: RESPOND, in warm amber'; restoration-design-doc.md Cue-light signs; scripts/cue_sign.gd","stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers; amber, not red; lit during screenings; burns STEADY after the lockdown [restoration-game-master.md T4 line 235]"
REC.CASCADE_2_B.S-REC-2,REC ROOM,REC,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,S-REC-2,HOLD cue sign (amber),AMBER_CUE,OFF,"90,355,250",STAND-IN,"scripts/world_builder.gd 719 (Godot (0.9, 2.5, 3.55))","0.89,0.64,0.24",STAND-IN,scripts/cue_sign.gd 45,2.4 lit / 0.0 dark,Godot light_energy,STAND-IN,scripts/cue_sign.gd 62,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; restoration-design-doc.md Cue-light signs 'RESPOND and HOLD'; scripts/cue_sign.gd,"stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers; as S-REC-1"
REC.CASCADE_2_B.D-REC-1,REC ROOM,REC,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-REC-1,cabinet TV on the -X wall (4:3 static at night; the screening screen),PHOSPHOR,OPEN,"-478,100,160",STAND-IN,"scripts/world_builder.gd 722-725 (BenchTV rec_tv at Godot (-4.78, 1.6, 1.0))",,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; restoration-game-master.md T1.4 (the 4:3 static television); restoration-player-routing.md Night 1 spine; restoration-lighting-bible.md §GRAMMAR (phosphor illuminates data, never rooms)","stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers; M_Phosphor; tape-world content only, no grain on compound surfaces [restoration-art-bible.md §2]"
REC.CASCADE_2_B.D-REC-2,REC ROOM,REC,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-REC-2,CAM 1 · CORRIDOR wall monitor,PHOSPHOR,OPEN,"240,-382,170",STAND-IN,Data/Monitors.csv row 1,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; Data/Monitors.csv row 1 (monitor_pos 2.4, 1.7, -3.82)","stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers; shows the corridor feed; data, not room light"
REC.CASCADE_2_B.B-REC-1,REC ROOM,REC,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,B-REC-1,borrowed: the kettle's glow through the +X gap,BORROWED,FOLLOWS SOURCE,,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; restoration-lighting-bible.md §UE5 TECHNICALS; Data/Doors.csv REC ROOM-KITCHEN gap (5.0, 0.0)","stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers"
REC.CROSSING.P-REC-1,REC ROOM,REC,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-REC-1,amber overheads (real ceiling fixtures; count OPEN),AMBER_TUNGSTEN,OPEN (runs inside the final break; canon states only the glow under doors and his dark eye),,OPEN,"ROOM-BRIEFS-3.1-3.5.md 3.2.3 proposes three at (-250, 0, 290), (0, 0, 290), (250, 0, 290)",,OPEN,,,,OPEN,,NO,,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); restoration-lighting-bible.md §UE5 TECHNICALS 'REC amber overheads plus the kettle's glow'; restoration-room-bible.md REC ROOM 'Warm amber, the safest light in the game'","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s; the brightest/warmest interior by doctrine; count and positions unruled"
REC.CROSSING.P-REC-2,REC ROOM,REC,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-REC-2,shaded lamp over S5,AMBER_TUNGSTEN,OPEN (runs inside the final break; canon states only the glow under doors and his dark eye),"-420,320,150",STAND-IN,"ROOM-BRIEFS-3.1-3.5.md 3.2.3 proposal; S5 marker at (-420, 320) is Data/Stations.csv",,OPEN,,,,OPEN,,NO,,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); restoration-room-bible.md REC ROOM 'S5 under a shaded lamp'; Data/Stations.csv S5 (-4.2, 0, 3.2)","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s"
REC.CROSSING.S-REC-1,REC ROOM,REC,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,S-REC-1,RESPOND cue sign (amber; dark until the show wants an answer),AMBER_CUE,OPEN,"-90,355,250",STAND-IN,"scripts/world_builder.gd 715 (Godot (-0.9, 2.5, 3.55))","0.89,0.64,0.24",STAND-IN,scripts/cue_sign.gd 45,2.4 lit / 3.8 flash peak / 0.0 dark,Godot light_energy (range 4.0),STAND-IN,"scripts/cue_sign.gd 46, 56-57, 62",NO,,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); restoration-game-master.md T1.7 'a cue sign wakes: RESPOND, in warm amber'; restoration-design-doc.md Cue-light signs; scripts/cue_sign.gd","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s; amber, not red; lit during screenings; burns STEADY after the lockdown [restoration-game-master.md T4 line 235]"
REC.CROSSING.S-REC-2,REC ROOM,REC,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,S-REC-2,HOLD cue sign (amber),AMBER_CUE,OPEN,"90,355,250",STAND-IN,"scripts/world_builder.gd 719 (Godot (0.9, 2.5, 3.55))","0.89,0.64,0.24",STAND-IN,scripts/cue_sign.gd 45,2.4 lit / 0.0 dark,Godot light_energy,STAND-IN,scripts/cue_sign.gd 62,NO,,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); restoration-design-doc.md Cue-light signs 'RESPOND and HOLD'; scripts/cue_sign.gd","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s; as S-REC-1"
REC.CROSSING.D-REC-1,REC ROOM,REC,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-REC-1,cabinet TV on the -X wall (4:3 static at night; the screening screen),PHOSPHOR,ON (data),"-478,100,160",STAND-IN,"scripts/world_builder.gd 722-725 (BenchTV rec_tv at Godot (-4.78, 1.6, 1.0))",,OPEN,,,,OPEN,,NO,,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); restoration-game-master.md T1.4 (the 4:3 static television); restoration-player-routing.md Night 1 spine; restoration-lighting-bible.md §GRAMMAR (phosphor illuminates data, never rooms)","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s; M_Phosphor; tape-world content only, no grain on compound surfaces [restoration-art-bible.md §2]"
REC.CROSSING.D-REC-2,REC ROOM,REC,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-REC-2,CAM 1 · CORRIDOR wall monitor,PHOSPHOR,ON (data),"240,-382,170",STAND-IN,Data/Monitors.csv row 1,,OPEN,,,,OPEN,,NO,,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); Data/Monitors.csv row 1 (monitor_pos 2.4, 1.7, -3.82)","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s; shows the corridor feed; data, not room light"
REC.CROSSING.B-REC-1,REC ROOM,REC,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,B-REC-1,borrowed: the kettle's glow through the +X gap,BORROWED,FOLLOWS SOURCE,,OPEN,,,OPEN,,,,OPEN,,NO,,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); restoration-lighting-bible.md §UE5 TECHNICALS; Data/Doors.csv REC ROOM-KITCHEN gap (5.0, 0.0)","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s"
REC.SIGNOFF_4C.P-REC-1,REC ROOM,REC,SIGNOFF_4C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-REC-1,amber overheads (real ceiling fixtures; count OPEN),AMBER_TUNGSTEN,OFF,,OPEN,"ROOM-BRIEFS-3.1-3.5.md 3.2.3 proposes three at (-250, 0, 290), (0, 0, 290), (250, 0, 290)",,OPEN,,,,OPEN,,NO,all lights to black,"CUT per room, in sequence",5,CANON-ORDER,"restoration-lighting-bible.md §STATES 4c; restoration-casualty-ledger.md L2 ENDINGS; scripts/hud.gd 481-484; restoration-player-routing.md Day 1 spine; restoration-lighting-bible.md §UE5 TECHNICALS 'REC amber overheads plus the kettle's glow'; restoration-room-bible.md REC ROOM 'Warm amber, the safest light in the game'; restoration-player-routing.md Day 1 spine (ENT->REC->KIT->DRM->LIB->BEN) reversed per restoration-lighting-bible.md §STATES 4c 'entry last, then the tower light'; NOTE ROOM-BRIEFS-3.1-3.5.md 3.2.3/3.3.3 read the order forward (REC second, KIT third) while 3.8.3/3.9.3 read it reversed — contradiction to rule (OPEN C18-A)","the reverse-tour blackout: every light in the building goes down room by room in reverse order of the Day 1 tour, entry last, then the tower light, then nothing, as rest; fifth room out (REC before ENT); the brightest/warmest interior by doctrine; count and positions unruled"
