id,unit,room,prop,tier,class,interactable,gate_verb,text_key,dims_m,dims_src,placement_uu,source_candidate,licence,canon,notes_open
3.19-10,3.19,GREEN ROOM,Costume rack (club garments in show palette accumulate here as drift completes),DRESSING,DYN,NO,RI s15: T4 · inspect · DYN,none,1.5 x 0.5 x 1.7,RW,-X wall proposed,Fab search 'clothing rack'; garments under M_Wool with drift tints,Fab Standard / Bespoke,RI s15; AB s4-5 DRIFT LAW,
3.19-11,3.19,GREEN ROOM,"Call sheet, framed (the 1977 finale's; every name checked in, none checked out)",DRESSING,lore host (RI-only),NO,RI s15: T4 · inspect,none,0.3 x 0.4,RW,wall,hanging_picture_frame_01 (verify id); M_Paper,CC0,RI s15,OPEN 3.19-C tier
3.19-12,3.19,GREEN ROOM,Couch + low table (+ kettle per RI; Harriet's deepest holding-pattern freeze plays here),DRESSING,,NO,RI s15: T4 · use,none,REF couch 1.9 x 0.7 x 0.85; table 0.8 x 0.5 x 0.43,REF,"(-2500, -2940, 0) [Godot (-25.0, 0.0, -29.4)]",Poly Haven search 'sofa' (verify id); table wooden_table_02 (verify id),CC0,prop_kit.gd couch 732-744; WB 1344-1364; RI s15,"Table at Godot (-25.2, 0.4, -28.3). A second kettle here is RI-only: OPEN 3.19-D"
3.19-13,3.19,GREEN ROOM,Clock older than the building's (bed),DRESSING,,NO,,none,mantel clock 0.3 x 0.15 x 0.25,RW,shelf,Fab search 'mantel clock',Fab Standard,RB GREEN ROOM bed,
3.19-14,3.19,GREEN ROOM,Surfaces: 6 x 6 parlour,SURFACE,,NO,,none,36 m2 floor,REF (Rooms.csv),,Megascans office carpet (MI_GreenRoom_Floor); wallpaper vintage,Fab Standard,Rooms.csv,Her doubling is staged here or in STUDIO A per scene [RB web]
3.20-01,3.20,SCENE DOCK,"Spare Chum rows on armatures, UNIT 1-6 (generations in order, fur graying by year; units 1-2 are the 1971 pilot; the era catalog physicalised)",INTERACTABLE,count (the dock task),YES,T4 · inspect / count,"GT 99-102, 682",collision 0.6 x 1.4 x 0.6 each (REF); asset dims per the cast dossier (C2) - OPEN,REF / OPEN,"(-1800, -4000, 0) [Godot (-18.0, 0.0, -40.0)]",Chum stage-body assets (character_kit chum_pilot / chum_mini -> Phase 2); armature stands bespoke,Bespoke,WB 982-1006; dock_chum.gd; RI s16; AB s7 DOCK 'wools graying left to right by era',"Grid: x -18 + 2c, z -40 - 1.7r (c 0..2, r 0..1). OPEN 3.20-B scale"
3.20-02,3.20,SCENE DOCK,"The warm one (found by hand mid-inventory; the game does nothing further, ever)",INTERACTABLE,touch · COND,OPEN,T4 · COND · touch,none,one unit,OPEN,one of the six,one unit with a warm state,Bespoke,RI s16; LAWS 4 (the warm one never acts),OPEN 3.20-C: no prompt may exist beyond the count (LAW 4 and QA-55)
3.20-03,3.20,SCENE DOCK,Inventory CLIPBOARD (the dock task's diegetic UI; its paper the brightest value in frame),INTERACTABLE,operate,YES,T4 · operate,label 'CLIPBOARD' (WB 980),0.23 x 0.32; dock body REF 0.45,RW / REF,"(-1950, -3800, 70) [Godot (-19.5, 0.7, -38.0)]",M_Paper on a bespoke board,Bespoke,WB 975-981; dock_task.gd; RB keynote 'the dock clipboard'; RI s16; AB s7,
3.20-04,3.20,SCENE DOCK,THE SEANCE DOCK (RB keynote) - the reference builds the SEANCE REEL dock in the BENCH ROOM,INTERACTABLE,hero (per RB),OPEN,,GT 608-609 (see BENCH ROOM),dock body REF 0.45,REF,none here in the data,dock family,Bespoke,RB SCENE DOCK keynote 'the SEANCE DOCK'; WB 397-401,OPEN 3.20-A which room
3.20-05,3.20,SCENE DOCK,PROPS CRATE -> THE SIGN-OFF CARD (Asset 2; 'WGLD CHANNEL 58. GOODNIGHT.'),INTERACTABLE,pickup · search,YES,T4 · search,GT 692; flavour WB 1045,title card 0.28 x 0.36; crate 0.7 (REF),RW / REF,"(-1300, -4150, 50) [Godot (-13.0, 0.5, -41.5)]",Bespoke crate (Fab 'wooden crates' starter); card M_Paper 4K hand-lettered,Fab Standard / Bespoke,WB 1041-1048; RI s16,
3.20-06,3.20,SCENE DOCK,"D10 IRIS BELL'S FAN LETTER, 1975 (ruled school paper; beneath the sign-off card)",LORE-HANDLED,readable D10 · needs the dock,YES,read,"label WB 1168 'A FAN LETTER · ruled paper, careful loops'",0.20 x 0.27,RW,"(-1220, -4060, 50) [Godot (-12.2, 0.5, -40.6)]","M_Paper 4K, pencil loops",Bespoke,PP D10; RB keynote 'D10 IRIS'; WB 1168-1172,
3.20-07,3.20,SCENE DOCK,D01's shelf (RB keynote) - the props packet homes D01 in the library,LORE-HANDLED,readable D01 (home conflict),OPEN,,none,steno pad 0.15 x 0.23,RW,a shelf,M_Paper,Bespoke,RB SCENE DOCK keynote 'D01's shelf'; PP D01,OPEN 3.8-D
3.20-08,3.20,SCENE DOCK,Flats leaned like tarot (three in the reference; drift: which flat faces out),DRESSING,drift · ambient host,NO,RI s16: T4 · inspect,none,"REF 2.0 x 2.4, 1.7 x 2.2, 1.4 x 2.0 with battens; RW 1.2 x 3.0 (4 x 10 ft) flats",REF / RW,"(-2010, -3820, 0) [Godot (-20.1, 0.0, -38.2)]","Bespoke painted plywood flats, three wear states [AB s3]",Bespoke,prop_kit.gd scene_flat 748-757; WB 1370-1377; RB keynote + drift,"Lean rot z -0.12 - 0.02 i; positions x -20.1 + 0.14 i, z -38.2 - 1.4 i"
3.20-09,3.20,SCENE DOCK,"The flat that faces out is the little house's interior wall, its painted door painted OPEN (the only rendering anywhere that shows it open)",LORE-AMBIENT,"T7, T1",NO,never prompts,none,one flat,RW,the front flat,painted albedo,Bespoke,"LL SCENE DOCK [T7, T1]",
3.20-10,3.20,SCENE DOCK,Set flat: a window with the curtain painted mid-swing; spare painted-house parts; paint shelf,DRESSING,,NO,RI s16: T4 · inspect,none,flat 1.2 x 3.0; shelf 1.0 x 0.3,RW,the rank,Bespoke flats; Fab 'paint can',Bespoke / Fab Standard,RI s16,
3.20-11,3.20,SCENE DOCK,"Under a chained tarp, a shape the size of a kettledrum that is not a kettledrum, dust seal unbroken",LORE-AMBIENT,T4 (never resolved),NO,never prompts,none,timpani-sized 0.75 dia x 0.8; tarp 2 x 2; chain 3,RW,back corner,Fab search 'tarp'; chain bespoke; dust seal via roughness,Fab Standard / Bespoke,LL SCENE DOCK [T4],
3.20-12,3.20,SCENE DOCK,"THE SODIUM TRUTH LIGHT fixture (one fixture in the game) + its purchase tag on the chain, dated 1978",DRESSING,practical (SODIUM) · ambient host,NO,,none,HPS high-bay 0.4 dia x 0.5; chain; tag 0.05 x 0.09,RW,"over the rows, high","Bespoke fixture, M_Practical, true arc tube; the sodium check lives here [PLAN s1]",Bespoke,"RB SCENE DOCK 'THE SODIUM TRUTH LIGHT lives here'; LB GRAMMAR 'SODIUM ... one fixture, the scene dock'; LL SCENE DOCK [T6]",EV OPEN; OPEN 0-D (art bible's sodium at windows)
3.20-13,3.20,SCENE DOCK,"The sodium fixture's purchase tag, dated 1978, the first thing bought after",LORE-AMBIENT,T6,NO,never prompts,none,tag 0.05 x 0.09,RW,the fixture's chain,M_Paper on wire,Bespoke,LL SCENE DOCK [T6],'someone needed the truth light'
3.20-14,3.20,SCENE DOCK,Work strips (fluorescent),DRESSING,practical,NO,,none,1.2 m tubes,RW,ceiling,"Bespoke tube fixtures, M_Practical",Bespoke,RB SCENE DOCK 'plus work strips',EV OPEN
3.20-15,3.20,SCENE DOCK,Crates (three in the reference; always about to ship somewhere),DRESSING,,NO,,none,0.7 cube; 0.6 cube; 0.6 x 0.6 x 0.8 (REF),REF,"(-1130, -4200, 35) [Godot (-11.3, 0.35, -42.0)]",Fab 'wooden crates' (starter set),Fab Standard,WB 1378-1392,"Others at Godot (-11.3, 1.0, -42.0), (-12.3, 0.3, -42.2)"
3.20-16,3.20,SCENE DOCK,Chain hoist (bed: chain hoist idle),DRESSING,,NO,,none,0.3 x 0.2; chain 3 m,RW,overhead beam,Fab search 'chain hoist',Fab Standard,RB SCENE DOCK bed,
3.20-17,3.20,SCENE DOCK,Rolling door (sealed; daylight in the seam),DRESSING,never operable,NO,RI s16: never,none,3.0 x 3.0,RW,-Y wall,Megascans 'corrugated metal',Fab Standard,RI s16,AB s7's 'cold north light through high glass' has no window in the data: OPEN 3.20-D
3.20-18,3.20,SCENE DOCK,"Window opening to STUDIO A (-15.5, -36)",SURFACE,opening,NO,,Doors.csv STUDIO A-SCENE DOCK 'window',gap 1.6; sill 0.9 + header 1.1,REF,"gap (-1550, -3600)",per port,-,Doors.csv,
3.20-19,3.20,SCENE DOCK,Surfaces: 10 x 7 backstage afterlife,SURFACE,,NO,,none,70 m2 floor,REF (Rooms.csv),,Megascans industrial concrete (MI_SceneDock_Floor); painted brick; tarps,Fab Standard,Rooms.csv; AB s7 DOCK,"State changes: none, ever, by contract [RI s16]"
G-01,G,GLOBAL,"Transmitter log stations S1-S5 (lectern, binder, chained pen; the save system; paper economy on Late Night; one page arrives pre-signed)",INTERACTABLE,station family,YES,per station · sign,GT 485-486,lectern per S5 row,REF,"Stations.csv: S5 REC ROOM, S1 TAPE LIBRARY (landing), S2 MASTER CONTROL, S3 GREEN ROOM, S4 TRANSMITTER HALL","One bespoke lectern build, five wear variants",Bespoke,Stations.csv; RI GLOBAL; prop_kit.gd lectern,
G-02,G,GLOBAL,Camera mounts + tally lamps (coverage endpoints; tallies shape-coded; kills persist until re-patched),INTERACTABLE,rig family,OPEN,T2 · route/read,Monitors.csv,camera 0.3 x 0.3 x 0.5; tally 0.05,RW,"CAM 1 CORRIDOR, CAM 2 TAPE LIBRARY (data); more per SPIKE 2",Bespoke,Bespoke,Monitors.csv; RI GLOBAL; LB GRAMMAR,OPEN 0-I: whether rigs count toward any room's I cap
G-03,G,GLOBAL,"Wall monitors (mediation surfaces; the poisoned well may lie through exactly one, once)",INTERACTABLE,monitor family,OPEN,T2 · read · DYN,Monitors.csv,CRT 0.5 x 0.45 x 0.45,REF / RW,"REC ROOM (-Y wall), BENCH ROOM (north wall) by data",crt_shell brief; M_Phosphor,Bespoke,Monitors.csv; RI GLOBAL; LAWS 8 (the interface lies once),
G-04,G,GLOBAL,Break-window clocks (every zone carries a repeater or a sightline to one),DRESSING,clock family · event-driven,NO,T2 · read,none,0.3 dia,RW,"WB 538: (0, 2.3, -24.5) CONTROL; (-15.5, 2.5, -24.6) STUDIO A edge; (5.5, 2.3, -26.6) MASTER CONTROL; (0, 2.3, 0) REC ROOM",Fab search 'wall clock vintage',Fab Standard,WB 537-542; RI GLOBAL; LAWS 6,
G-05,G,GLOBAL,"Member pins (enamel everywhere, plastic once; the status system worn on cardigans)",DRESSING,"on characters, not rooms",NO,T1 · inspect,none,0.025 dia,RW,on the cast's cardigans,Bespoke enamel + one plastic variant; M_Enamel,Bespoke,RI GLOBAL,Belongs to the cast dossier (C2) for placement
G-06,G,GLOBAL,"The binder (meta UI home; pause, presentation form, ledger access; THE BINDER IS THE INVENTORY)",INTERACTABLE,UI object carried by Rita,YES,T1 · operate,controls map,0.3 x 0.28 x 0.06,RW,with Rita,UI asset; a bespoke binder mesh for the hands,Bespoke,RI s5 'The binder'; gap audit ruling 4 (the binder is the inventory); OT (D02 note),
G-07,G,GLOBAL,Door leaves for every Doors.csv row with a kind (door / locked); windows get sill + header,INTERACTABLE,door family,YES,"door verb; locked reason text; key ids EDITH, QUIET ROOM",Doors.csv kind column,leaf 2.2 (REF) vs slab 2.6 (greybox): OPEN 0-A; thickness 0.09 (REF),REF,see the Doors table,Fab search 'wooden door old painted' / 'steel door industrial'; felt-faced leaf bespoke,Fab Standard / Bespoke,Doors.csv; WB 242-281; prop_kit.gd door_leaf 327-343; LAWS 11 (every threshold costs him 2.2 s),
G-08,G,GLOBAL,Dailies canisters (SPAWN; carried between rooms),INTERACTABLE,pickup family,YES,SPAWN · take,"GT 79, 159",see TAPE LIBRARY,REF,spawn in TAPE LIBRARY; burn in CLIMATE,Bespoke,Bespoke,"dailies_manager.gd; RI s6, s7",
